"","lw","season","player_id","label","lws_lastyear","ppr_lastyear","lw_lastyear","sv_lastyear","lw_ever","PA_SuccessRate","PA_HC_Change","PA_Team_Change","PA_Season_Skipped","PA_Team_Drafted","team_traded","g30_lastyear","g25_lastyear","g20_lastyear","gT10_lastyear","adp_averagePick","ecr","experience","pos_QB","pos_RB","pos_WR","pos_TE","lws_2yrs_ago","ppr_2yrs_ago","lw_2yrs_ago","sv_2yrs_ago","PA_SuccessRate_lastyear","PA_HC_Change_lastyear","PA_Team_Change_lastyear","PA_Season_Skipped_lastyear","PA_Team_Drafted_lastyear","team_traded_lastyear","g30_lastyear_2yrs_ago","g25_lastyear_2yrs_ago","g20_lastyear_2yrs_ago","gT10_2yrs_ago","adp_averagePick_lastyear","ecr_lastyear","full_name","League_Winner","Season_Valid","Games_Away","LWS","PPR","games30","games25","games20","gamesT10","position","LWP4_Ranking","EndofSeason_Rankings","graph_col_lw","LWS_rank","PPR_rank","g30_rank","g25_rank","g20_rank","gT10_rank","yearly_id","graph_col_pos","ecr_unranked","adp_undrafted","comparison_valid","yearly_rank","yearly_rank_per","med_mean_sqrt","compare_p2","lwp4_comp_rank","EOS_yearly","Position_order","zr_rankings_adjusted"
"44",0.869718074798584,2020,"00-0033873",1,19,287.04,1,1,1,1,0,0,0,0,0,1,5,6,6,10.69,25.76,3,1,0,0,0,43,417.08,1,1,1,0,0,0,0,0,4,10,13,12,16.34,35.49,"Patrick Mahomes",1,1,0,35,374.4,4,7,11,9,"QB",44,34,"#03C04A",32,40,34,30,20,106,"2020_00-0033873","#FFC0CB",392.5,312.14,1,650,NA,NA,0,NA,NA,"1",650
"45",0.869609415531158,2021,"00-0035228",1,37,378.74,1,1,1,1,0,0,0,0,0,4,8,11,10,35.77,49.93,2,1,0,0,0,15,285.28,1,1,1,0,0,0,1,0,0,4,6,5,45.99,63,"Kyler Murray",1,1,0,26,282.68,3,4,8,8,"QB",45,136,"#03C04A",134,331,87,198,111,175,"2021_00-0035228","#FFC0CB",646,247.48,1,650,NA,NA,0,NA,NA,"1",650
"46",0.865578055381775,2016,"00-0027944",1,35,369.1,1,1,1,1,0,0,0,0,0,4,7,10,10,3.07,3.51,5,0,0,1,0,17,297.4,1,1,1,1,0,0,0,0,3,3,5,3,9.02,10.34,"Julio Jones",1,1,0,20,259.9,1,4,7,7,"WR",46,288,"#03C04A",265,538,427,199,177,257,"2016_00-0027944","#03254C",344,232.88,1,1,0.359051575562672,2.78511519809624,0,3315,9,"3",1
"47",0.864122211933136,2017,"00-0029604",1,17,300.28,1,1,1,1,0,0,0,1,0,1,3,5,7,96.8,75.57,5,1,0,0,0,25,293.44,1,1,1,0,0,0,1,0,3,4,7,8,126.01,108.6,"Kirk Cousins",1,1,0,18,277.62,0,4,7,7,"QB",47,397,"#03C04A",352,374,1232,200,178,258,"2017_00-0029604","#FFC0CB",358.5,240.74,1,650,NA,NA,0,NA,NA,"1",650
"48",0.862920761108398,2016,"00-0027793",1,34,390.2,1,1,1,1,0,0,0,0,0,6,7,8,7,1.2,1.32,6,0,0,1,0,40,388.9,1,1,1,0,0,0,0,0,6,6,12,10,4.2,7.13,"Antonio Brown",1,1,0,24,307.3,3,5,8,5,"WR",48,170,"#03C04A",167,195,88,106,112,576,"2016_00-0027793","#03254C",344,232.88,1,2,1.4181900694935,1.41024820510434,0,5570,5,"3",2
"49",0.861790895462036,2021,"00-0036355",1,28,332.84,1,1,1,1,1,0,0,1,0,2,5,10,9,55.15,77.26,1,1,0,0,0,NA,NA,0,0,0,0,0,0,1,0,NA,NA,NA,NA,136.12,314.88,"Justin Herbert",1,1,0,29,353.34,4,5,8,8,"QB",49,89,"#03C04A",87,66,35,107,113,176,"2021_00-0036355","#FFC0CB",646,247.48,1,650,NA,NA,0,NA,NA,"1",650
"50",0.858919858932495,2020,"00-0033106",1,15,247.52,1,1,1,1,0,0,0,0,0,0,2,6,7,113.37,121.58,4,1,0,0,0,22,310.32,1,1,1,0,0,0,0,0,2,5,7,6,91.91,94.23,"Jared Goff",1,1,0,10,239.98,0,1,5,4,"QB",50,876,"#03C04A",957,745,1233,1104,477,817,"2020_00-0033106","#FFC0CB",392.5,312.14,1,650,NA,NA,0,NA,NA,"1",650
"51",0.857342004776001,2019,"00-0033906",1,31,354.2,1,1,1,1,0,0,0,0,0,4,7,8,8,2.82,3.07,2,0,1,0,0,30,320.4,1,1,1,0,0,0,0,0,3,6,8,10,6.7,7.52,"Alvin Kamara",1,1,0,13,248.52,1,2,4,5,"RB",51,723,"#03C04A",684,650,428,623,718,577,"2019_00-0033906","#228C22",602,264.62,1,3,1.00616770635831,2.98161030317512,0,4945,20,"2",2
"52",0.850765883922577,2021,"00-0032764",1,29,333.1,1,1,1,1,0,0,0,0,0,4,6,7,8,5.21,3.23,5,0,1,0,0,24,294.6,1,1,1,0,0,0,0,0,2,4,7,9,11.46,4.33,"Derrick Henry",1,0,0,18,193.3,3,4,4,4,"RB",52,352,"#03C04A",353,1417,89,201,719,818,"2021_00-0032764","#228C22",646,247.48,1,2,0.596539371786759,3.35267057731594,0,3345,9,"2",1
"53",0.849293172359467,2018,"00-0027939",1,25,299.48,1,1,1,1,0,0,0,1,0,3,4,7,8,61.75,58.92,7,1,0,0,0,13,254.26,1,1,1,0,0,0,0,0,0,2,6,5,90.05,83.33,"Cam Newton",1,1,0,20,282.6,0,4,8,8,"QB",53,299,"#03C04A",266,332,1234,202,114,177,"2018_00-0027939","#FFC0CB",361.2,273.75,1,650,NA,NA,0,NA,NA,"1",650
"54",0.846550107002258,2019,"00-0034844",1,34,385.8,1,0,1,1,0,0,0,1,0,3,6,12,10,1.39,1.78,1,0,1,0,0,NA,NA,0,0,0,1,0,0,1,0,NA,NA,NA,NA,7.97,7.95,"Saquon Barkley",1,1,0,18,244.1,2,3,5,6,"RB",54,367,"#03C04A",354,698,176,355,478,405,"2019_00-0034844","#228C22",602,264.62,1,4,1.93932698123443,2.06257121089188,0,5581,10,"2",3
"55",0.844923794269562,2015,"00-0022924",1,18,306.78,1,1,1,1,0,0,0,0,0,2,4,5,5,73.88,56.97,11,1,0,0,0,11,258.34,0,1,1,0,0,0,0,0,1,2,3,4,130.08,110.67,"Ben Roethlisberger",1,1,0,22,226.42,2,3,7,8,"QB",55,222,"#03C04A",205,900,177,356,179,178,"2015_00-0022924","#FFC0CB",396.5,235.56,1,650,NA,NA,0,NA,NA,"1",650
"56",0.838215529918671,2012,"00-0026143",1,16,273.48,1,1,1,1,0,0,0,0,0,0,1,6,9,48.64,53.82,4,1,0,0,0,8,252.4,0,1,1,0,0,0,0,0,0,1,3,4,54.49,53.59,"Matt Ryan",1,1,0,21,304.86,1,3,7,9,"QB",56,257,"#03C04A",230,209,429,357,180,107,"2012_00-0026143","#FFC0CB",210.2,223.48,1,650,NA,NA,0,NA,NA,"1",650
"57",0.835739374160767,2015,"00-0029668",0,34,351.74,1,1,1,1,0,0,0,0,0,3,6,10,12,18.14,20.94,3,1,0,0,0,16,292.58,1,1,1,0,0,0,0,0,2,2,4,6,46.88,54.24,"Andrew Luck",0,0,2,7,130.84,0,1,3,3,"QB",57,1591,"#900D09",1422,2738,1235,1105,1046,1151,"2015_00-0029668","#FFC0CB",396.5,235.56,0,650,NA,NA,0,NA,NA,"1",650
"58",0.834711253643036,2012,"00-0021678",1,17,275.96,1,0,1,1,0,0,0,0,0,0,2,6,9,60.09,54.23,9,1,0,0,0,3,98,0,0,0,1,0,0,0,0,0,0,1,2,43.46,38.53,"Tony Romo",1,1,0,16,279.92,1,3,5,6,"QB",58,520,"#03C04A",481,351,430,358,479,406,"2012_00-0021678","#FFC0CB",210.2,223.48,1,650,NA,NA,0,NA,NA,"1",650
