"","lw","season","yearly_id","label","Position_order","lws_lastyear","ppr_lastyear","lw_lastyear","sv_lastyear","lw_ever","PA_SuccessRate","PA_HC_Change","PA_Team_Change","PA_Season_Skipped","PA_Team_Drafted","g30_lastyear","g25_lastyear","g20_lastyear","gT10_lastyear","adp_averagePick","ecr","experience","lws_2yrs_ago","ppr_2yrs_ago","lw_2yrs_ago","sv_2yrs_ago","PA_SuccessRate_lastyear","PA_HC_Change_lastyear","PA_Team_Change_lastyear","PA_Season_Skipped_lastyear","PA_Team_Drafted_lastyear","g30_lastyear_2yrs_ago","g25_lastyear_2yrs_ago","g20_lastyear_2yrs_ago","gT10_2yrs_ago","adp_averagePick_lastyear","ecr_lastyear","player_id","full_name","League_Winner","Season_Valid","Games_Away","LWS","PPR","games30","games25","games20","gamesT10","position","LWP4_Ranking","EndofSeason_Rankings","graph_col_lw"
"17",0.925790786743164,2017,"2017_00-0023459",1,1,35,380.02,1,1,1,1,0,0,0,0,3,7,11,11,25.97,33.76,12,21,301.24,1,1,1,0,0,0,0,2,3,6,8,43.57,35.39,"00-0023459","Aaron Rodgers",1,0,0,9,129.6,0,0,4,5,"QB",17,924,"#03C04A"
"18",0.921587347984314,2016,"2016_00-0020531",1,1,21,304.2,1,1,1,1,0,0,0,1,2,4,7,6,71.25,54.46,15,20,303.98,1,1,1,0,0,0,1,1,4,6,8,71.37,50.33,"00-0020531","Drew Brees",1,1,0,31,332.32,3,5,10,10,"QB",18,70,"#03C04A"
"19",0.916081309318542,2013,"2013_00-0023459",1,1,30,344.6,1,1,1,1,0,0,0,0,2,8,9,9,20.63,22.33,8,42,397.42,1,1,1,0,0,0,0,4,6,14,14,3.74,5.04,"00-0023459","Aaron Rodgers",1,0,0,12,169.44,1,1,4,5,"QB",19,784,"#03C04A"
"20",0.915828466415405,2020,"2020_00-0033077",1,1,28,337.78,1,1,1,1,1,0,0,0,2,5,10,9,38.28,54.33,4,17,285.9,1,1,1,0,0,0,0,1,3,6,6,111.54,111.78,"00-0033077","Dak Prescott",1,0,0,13,135.64,2,3,3,3,"QB",20,691,"#03C04A"
"21",0.914805293083191,2012,"2012_00-0019596",1,1,31,366.3,1,1,1,1,0,0,0,1,1,7,10,12,8.52,8.02,12,20,299,1,1,1,0,0,0,1,1,3,6,9,22.89,21.12,"00-0019596","Tom Brady",1,1,0,27,344.28,3,5,6,10,"QB",21,124,"#03C04A"
"22",0.912254095077515,2020,"2020_00-0034796",1,1,48,415.68,1,1,1,1,0,0,0,0,7,9,13,12,11.18,31.85,2,5,157.54,0,0,0,0,0,0,0,0,1,2,2,110.3,109.79,"00-0034796","Lamar Jackson",1,1,0,25,332.78,1,6,9,8,"QB",22,159,"#03C04A"
"23",0.910449743270874,2022,"2022_00-0033873",0,1,30,335.46,1,1,1,1,0,0,0,0,3,4,10,10,33,38,5,35,374.4,1,1,1,0,0,0,0,4,7,11,9,16.34,26.83,"00-0033873","Patrick Mahomes",0,0,3,3,0,0,0,0,0,"QB",23,2926,"#900D09"
"24",0.909188032150269,2013,"2013_00-0010346",1,1,21,310.96,1,1,1,1,0,0,0,1,0,1,9,11,36.77,33,15,NA,NA,1,0,0,0,0,1,1,NA,NA,NA,NA,62.35,63.82,"00-0010346","Peyton Manning",1,1,0,42,409.98,5,9,11,12,"QB",24,16,"#03C04A"
"25",0.908482909202576,2021,"2021_00-0034796",1,1,25,332.78,1,1,1,1,0,0,0,0,1,6,9,8,36.13,55.64,3,48,415.68,1,1,1,0,0,0,0,7,9,13,12,11.18,31.85,"00-0034796","Lamar Jackson",1,1,0,17,239.98,3,3,4,4,"QB",25,410,"#03C04A"
"26",0.908003747463226,2013,"2013_00-0020531",1,1,25,345.58,1,0,1,1,1,0,0,0,0,6,9,10,23.41,21.98,12,41,391.64,1,1,1,1,0,0,0,4,8,12,13,9.65,10.11,"00-0020531","Drew Brees",1,0,0,34,357.68,5,6,8,10,"QB",26,44,"#03C04A"
"27",0.904168546199799,2017,"2017_00-0033077",1,1,17,286.88,1,1,1,1,0,0,0,0,0,2,6,9,106.41,96.52,1,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,174.29,177.4,"00-0033077","Dak Prescott",1,1,0,16,260.66,0,4,6,6,"QB",27,533,"#03C04A"
"28",0.90351128578186,2021,"2021_00-0029263",1,1,28,359.78,1,1,1,1,0,0,0,0,3,5,10,7,48.33,68.34,9,21,326.6,1,1,1,0,0,0,0,2,4,6,7,44.23,59.15,"00-0029263","Russell Wilson",1,1,0,13,218.8,0,2,5,6,"QB",28,755,"#03C04A"
"29",0.896331965923309,2019,"2019_00-0029604",1,1,20,283.12,1,1,1,1,0,0,0,0,2,3,6,7,125.11,131.77,7,18,277.62,1,1,1,0,1,0,0,0,4,7,7,86.19,81.24,"00-0029604","Kirk Cousins",1,1,0,13,244.42,0,2,5,6,"QB",29,754,"#03C04A"
"30",0.894702196121216,2018,"2018_00-0029263",1,1,32,347.92,1,1,1,1,0,0,0,0,3,5,10,11,48.03,53.3,6,18,270.06,1,1,1,0,0,0,0,1,4,6,6,70.47,56.63,"00-0029263","Russell Wilson",1,1,0,17,299.42,0,2,7,8,"QB",30,471,"#03C04A"
"31",0.891913890838623,2013,"2013_00-0026498",1,1,17,276.58,1,1,1,1,0,0,0,0,1,2,5,8,64.62,55.38,4,27,343.32,1,1,1,0,0,0,0,2,5,9,9,17.82,17.87,"00-0026498","Matthew Stafford",1,1,0,14,278.9,0,2,6,6,"QB",31,675,"#03C04A"
"32",0.891319096088409,2021,"2021_00-0035228",1,1,37,378.74,1,1,1,1,0,0,0,0,4,8,11,10,35.77,50.07,2,15,285.28,1,1,1,0,0,0,0,0,4,6,5,45.99,62.98,"00-0035228","Kyler Murray",1,1,0,26,282.68,3,4,8,8,"QB",32,136,"#03C04A"
"33",0.891314566135406,2020,"2020_00-0029263",1,1,21,326.6,1,1,1,1,0,0,0,0,2,4,6,7,44.23,59.15,8,17,299.42,1,1,1,0,0,0,0,0,2,7,8,77.3,90.67,"00-0029263","Russell Wilson",1,1,0,28,359.78,3,5,10,7,"QB",33,106,"#03C04A"
"34",0.890160977840424,2013,"2013_00-0027902",1,3,24,301.7,1,1,1,1,0,0,0,1,4,5,6,5,14.54,14.05,3,4,208.3,0,0,0,0,0,0,0,0,0,2,2,42.59,39.16,"00-0027902","Dez Bryant",1,1,0,20,292.4,2,4,6,6,"WR",34,271,"#03C04A"
"35",0.889323532581329,2014,"2014_00-0010346",1,1,42,409.98,1,1,1,1,0,0,0,0,5,9,11,12,15.57,21.25,16,21,310.96,1,1,1,0,0,0,1,0,1,9,11,36.77,33,"00-0010346","Peyton Manning",1,1,0,26,312.68,1,4,10,10,"QB",35,145,"#03C04A"
"36",0.887798368930817,2012,"2012_00-0026498",1,1,27,343.32,1,1,1,1,0,0,0,0,2,5,9,9,17.82,17.87,3,4,50.5,0,0,0,0,0,0,0,0,0,2,2,80.97,77.12,"00-0026498","Matthew Stafford",1,1,0,17,276.58,1,2,5,8,"QB",36,455,"#03C04A"
"37",0.887554228305817,2022,"2022_00-0034796",0,1,17,239.98,1,1,1,1,0,0,0,0,3,3,4,4,48.1,63.24,4,25,332.78,1,1,1,0,0,0,0,1,6,9,8,36.13,55.64,"00-0034796","Lamar Jackson",0,0,3,3,0,0,0,0,0,"QB",37,2927,"#900D09"
"38",0.887475252151489,2016,"2016_00-0032268",1,1,15,211.02,1,0,1,1,0,0,0,0,2,2,4,5,139.33,124.2,1,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,167.16,157.55,"00-0032268","Marcus Mariota",1,0,0,18,259.94,1,4,6,6,"QB",38,379,"#03C04A"
"39",0.887170314788818,2019,"2019_00-0020531",1,1,27,304.98,1,1,1,1,0,0,0,0,4,6,7,6,86.19,98.54,18,7,262.56,0,1,1,0,0,0,0,0,0,3,4,73.27,69.49,"00-0020531","Drew Brees",1,1,0,19,224.76,1,2,8,7,"QB",39,339,"#03C04A"
"40",0.882162809371948,2015,"2015_00-0020531",1,1,20,303.98,1,1,1,1,0,0,0,1,1,4,6,8,71.37,50.33,14,34,357.68,1,0,1,0,0,0,0,5,6,8,10,24.21,25.95,"00-0020531","Drew Brees",1,1,0,21,304.2,2,4,7,6,"QB",40,238,"#03C04A"
"41",0.881906747817993,2012,"2012_00-0020531",1,1,41,391.64,1,1,1,1,1,0,0,0,4,8,12,13,9.65,10.11,11,13,270.2,1,0,1,0,0,0,0,0,1,4,8,24.07,18.71,"00-0020531","Drew Brees",1,0,0,25,345.58,0,6,9,10,"QB",41,166,"#03C04A"
"42",0.881843447685242,2019,"2019_00-0033873",1,1,43,417.08,1,1,1,1,0,0,0,0,4,10,13,12,16.34,35.58,2,0,10.36,0,0,0,0,0,0,0,0,0,0,0,113.72,112.28,"00-0033873","Patrick Mahomes",1,1,0,19,287.04,1,5,6,6,"QB",42,332,"#03C04A"
"43",0.880738139152527,2021,"2021_00-0031381",1,3,34,358.4,1,1,1,1,0,0,0,1,6,6,8,8,9.42,10.99,7,9,212.7,1,0,1,0,0,0,0,0,1,5,3,12.5,12.22,"00-0031381","Davante Adams",1,1,0,31,332.8,6,6,7,6,"WR",43,64,"#03C04A"
"44",0.880601763725281,2021,"2021_00-0023459",1,1,39,383.26,1,1,1,1,0,0,0,1,2,9,13,13,50.47,71.94,16,15,278.38,1,0,1,0,0,0,1,1,4,4,5,82.88,104.56,"00-0023459","Aaron Rodgers",1,1,0,25,319.08,1,4,9,10,"QB",44,163,"#03C04A"
"45",0.880205810070038,2013,"2013_00-0027939",1,1,26,322.86,1,1,1,1,0,0,0,0,3,5,7,8,43.28,37.4,2,34,370.34,1,1,1,0,0,0,0,4,6,9,11,16.17,20.93,"00-0027939","Cam Newton",1,1,0,20,297.66,1,5,6,7,"QB",45,284,"#03C04A"
"46",0.876208603382111,2015,"2015_00-0027793",1,3,40,388.9,1,1,1,1,0,0,0,1,6,6,12,10,4.2,7.11,5,15,314.9,1,1,1,0,0,0,1,2,2,6,3,20.42,24.19,"00-0027793","Antonio Brown",1,1,0,34,390.2,6,7,8,7,"WR",46,42,"#03C04A"
"47",0.87423038482666,2020,"2020_00-0035710",0,1,18,214.98,1,1,1,1,1,0,0,0,3,4,4,4,100.73,117.59,1,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,179.53,261.49,"00-0035710","Daniel Jones",0,1,3,3,180.02,0,0,2,1,"QB",47,2733,"#900D09"
"48",0.872260689735413,2021,"2021_00-0034857",1,1,39,396.06,1,1,1,1,0,0,0,0,6,9,9,9,26.91,41.29,3,17,288.56,1,1,1,0,0,0,0,1,2,6,7,70.13,78.46,"00-0034857","Josh Allen",1,1,0,36,378.72,4,7,11,10,"QB",48,31,"#03C04A"
"49",0.871355414390564,2020,"2020_00-0033873",1,1,19,287.04,1,1,1,1,0,0,0,0,1,5,6,6,10.69,25.85,3,43,417.08,1,1,1,0,0,0,0,4,10,13,12,16.34,35.58,"00-0033873","Patrick Mahomes",1,1,0,35,374.4,4,7,11,9,"QB",49,34,"#03C04A"
"50",0.868528544902802,2019,"2019_00-0033040",1,3,27,334,1,1,1,1,0,0,0,1,4,5,8,6,20.46,18.36,3,12,245.2,1,1,1,0,0,0,0,1,3,4,3,27.79,29.28,"00-0033040","Tyreek Hill",1,1,0,12,188.3,1,3,4,3,"WR",50,774,"#03C04A"
"51",0.867140769958496,2015,"2015_00-0029668",0,1,34,351.74,1,1,1,1,0,0,0,0,3,6,10,12,18.14,20.87,3,16,292.58,1,1,1,0,0,0,0,2,2,4,6,46.88,54.26,"00-0029668","Andrew Luck",0,0,2,7,130.84,0,1,3,3,"QB",51,1591,"#900D09"
"52",0.867106378078461,2012,"2012_00-0026143",1,1,16,273.48,1,1,1,1,0,0,0,0,0,1,6,9,48.64,53.64,4,8,252.4,0,1,1,0,0,0,0,0,1,3,4,54.49,53.59,"00-0026143","Matt Ryan",1,1,0,21,304.86,1,3,7,9,"QB",52,257,"#03C04A"
"53",0.863488912582397,2020,"2020_00-0033106",1,1,15,247.52,1,1,1,1,0,0,0,0,0,2,6,7,113.37,121.4,4,22,310.32,1,1,1,0,0,0,0,2,5,7,6,91.91,94.25,"00-0033106","Jared Goff",1,1,0,10,239.98,0,1,5,4,"QB",53,876,"#03C04A"
"54",0.86014598608017,2017,"2017_00-0020531",0,1,31,332.32,1,1,1,1,0,0,0,0,3,5,10,10,52.51,42.56,16,21,304.2,1,1,1,0,0,0,1,2,4,7,6,71.25,54.46,"00-0020531","Drew Brees",0,1,1,7,262.56,0,0,3,4,"QB",54,1468,"#FC6A03"
"55",0.858979105949402,2013,"2013_00-0019596",1,1,27,344.28,1,1,1,1,0,0,0,0,3,5,6,10,47.1,43.77,13,31,366.3,1,1,1,0,0,0,1,1,7,10,12,8.52,8.02,"00-0019596","Tom Brady",1,1,0,15,251.52,1,1,6,6,"QB",55,603,"#03C04A"
"56",0.858875870704651,2018,"2018_00-0020531",1,1,7,262.56,0,1,1,1,0,0,0,0,0,0,3,4,73.27,69.49,17,31,332.32,1,1,1,0,0,0,0,3,5,10,10,52.51,42.56,"00-0020531","Drew Brees",1,1,0,27,304.98,4,6,7,6,"QB",56,116,"#03C04A"
"57",0.858438193798065,2019,"2019_00-0026143",1,1,29,354.96,1,1,1,1,0,0,0,0,2,7,10,8,65.35,73.52,11,2,228.1,0,1,0,0,0,0,0,0,0,0,2,106.26,111.28,"00-0026143","Matt Ryan",1,1,0,16,267.34,2,2,4,6,"QB",57,502,"#03C04A"
"58",0.8559450507164,2018,"2018_00-0027939",1,1,25,299.48,1,1,1,1,0,0,0,0,3,4,7,8,61.75,58.87,7,13,254.26,1,1,1,0,0,0,0,0,2,6,5,90.05,83.15,"00-0027939","Cam Newton",1,1,0,20,282.6,0,4,8,8,"QB",58,299,"#03C04A"
"59",0.854022681713104,2016,"2016_00-0019596",1,1,29,344.7,1,1,1,1,0,0,0,1,2,6,9,10,87.99,98.99,16,19,278.06,1,1,1,0,0,0,1,2,3,5,7,96.99,68.44,"00-0019596","Tom Brady",1,1,0,22,258.56,1,6,7,7,"QB",59,225,"#03C04A"
"60",0.853839099407196,2016,"2016_00-0027944",1,3,35,369.1,1,1,1,1,0,0,0,0,4,7,10,10,3.07,3.51,5,17,297.4,1,1,1,1,0,0,0,3,3,5,3,9.02,10.36,"00-0027944","Julio Jones",1,1,0,20,259.9,1,4,7,7,"WR",60,288,"#03C04A"
"61",0.852595865726471,2022,"2022_00-0023459",0,1,25,319.08,1,1,1,1,0,0,0,0,1,4,9,10,79.9,75.57,17,39,383.26,1,1,1,0,0,0,1,2,9,13,13,50.47,71.94,"00-0023459","Aaron Rodgers",0,0,3,3,0,0,0,0,0,"QB",61,2928,"#900D09"
"62",0.850211799144745,2019,"2019_00-0029263",1,1,17,299.42,1,1,1,1,0,0,0,0,0,2,7,8,77.3,90.67,7,32,347.92,1,1,1,0,0,0,0,3,5,10,11,48.03,53.3,"00-0029263","Russell Wilson",1,1,0,21,326.6,2,4,6,7,"QB",62,240,"#03C04A"
"63",0.850147008895874,2022,"2022_00-0036972",0,1,8,214.1,0,0,0,1,0,0,0,0,0,0,3,5,146.2,131.52,1,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,155.55,219.33,"00-0036972","Mac Jones",0,0,3,3,0,0,0,0,0,"QB",63,2929,"#900D09"
"64",0.849027454853058,2012,"2012_00-0021678",1,1,17,275.96,1,0,1,1,0,0,0,0,0,2,6,9,60.09,54.09,9,3,98,0,0,0,1,0,0,0,0,0,1,2,43.46,38.53,"00-0021678","Tony Romo",1,1,0,16,279.92,1,3,5,6,"QB",64,520,"#03C04A"
"65",0.848825216293335,2017,"2017_00-0029604",1,1,17,300.28,1,1,1,1,0,0,0,0,1,3,5,7,96.8,75.54,5,25,293.44,1,1,1,0,0,0,0,3,4,7,8,126.01,108.98,"00-0029604","Kirk Cousins",1,1,0,18,277.62,0,4,7,7,"QB",65,397,"#03C04A"
"66",0.845816135406494,2020,"2020_00-0026143",1,1,16,267.34,1,1,1,1,1,0,0,0,2,2,4,6,73.59,78.33,12,29,354.96,1,1,1,0,0,0,0,2,7,10,8,65.35,73.52,"00-0026143","Matt Ryan",1,0,0,16,282.44,1,3,6,5,"QB",66,514,"#03C04A"
"67",0.844718217849731,2017,"2017_00-0019596",1,1,22,258.56,1,1,1,1,0,0,0,1,1,6,7,7,37.99,37.31,17,29,344.7,1,1,1,0,0,0,1,2,6,9,10,87.99,98.99,"00-0019596","Tom Brady",1,1,0,21,295.88,2,3,6,8,"QB",67,247,"#03C04A"
"68",0.843607187271118,2017,"2017_00-0030496",1,2,28,317.4,1,1,1,1,0,0,0,1,3,4,9,9,2.21,1.88,4,8,111.2,0,0,1,0,0,0,0,0,2,3,3,10.99,16.04,"00-0030496","Le'Veon Bell",1,1,0,31,341.6,2,6,9,12,"RB",68,74,"#03C04A"
"69",0.843098640441895,2018,"2018_00-0032241",1,2,37,383.3,1,0,1,1,0,0,0,0,4,7,10,12,1.43,1.38,3,2,198.2,0,0,0,1,0,0,0,0,0,1,1,20.53,18.16,"00-0032241","Todd Gurley",1,1,0,45,372.1,7,9,11,11,"RB",69,9,"#03C04A"
"70",0.843063116073608,2014,"2014_00-0026143",1,1,8,248.1,0,1,1,1,0,0,0,0,0,0,3,5,77.41,62.47,6,21,304.86,1,1,1,0,0,0,0,1,3,7,9,53.78,47.54,"00-0026143","Matt Ryan",1,1,0,17,284.26,2,2,6,5,"QB",70,425,"#03C04A"
"71",0.842707991600037,2020,"2020_00-0033288",0,4,6,222.5,0,1,1,0,0,0,0,0,0,1,3,2,21.01,18.92,3,11,258.7,1,1,1,0,0,0,0,1,2,5,2,30.81,34,"00-0033288","George Kittle",0,0,2,7,125.1,1,1,2,2,"TE",71,1533,"#900D09"
"72",0.842580616474152,2016,"2016_00-0022924",1,1,22,226.42,1,1,1,1,0,0,0,0,2,3,7,8,80.72,68.24,12,18,306.78,1,1,1,0,0,0,0,2,4,5,5,73.88,56.6,"00-0022924","Ben Roethlisberger",1,1,0,16,252.16,1,3,5,6,"QB",72,522,"#03C04A"
"73",0.842132806777954,2019,"2019_00-0019596",1,1,14,281.3,1,1,1,1,0,0,0,0,0,3,6,5,112.85,133.05,19,21,295.88,1,1,1,0,0,0,0,2,3,6,8,51.89,54.65,"00-0019596","Tom Brady",1,1,0,12,263.68,0,1,6,5,"QB",73,807,"#03C04A"
"74",0.840699970722198,2018,"2018_00-0029604",1,1,18,277.62,1,1,1,1,0,1,0,0,0,4,7,7,86.19,81.24,6,17,300.28,1,1,1,0,0,0,0,1,3,5,7,96.8,75.54,"00-0029604","Kirk Cousins",1,1,0,20,283.12,2,3,6,7,"QB",74,280,"#03C04A"
"75",0.839570045471191,2019,"2019_00-0034857",1,1,15,208.06,1,1,1,1,0,0,0,0,1,4,4,5,136.44,138.26,1,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,187.64,238.05,"00-0034857","Josh Allen",1,1,0,17,288.56,1,2,6,7,"QB",75,451,"#03C04A"
"76",0.837597131729126,2015,"2015_00-0031235",1,3,28,297,1,1,1,1,0,0,0,0,5,5,7,6,7.19,12.9,1,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,169.84,178.54,"00-0031235","Odell Beckham",1,1,0,24,319.3,2,6,8,6,"WR",76,175,"#03C04A"
"77",0.835948348045349,2012,"2012_00-0027656",1,4,28,330.9,1,1,1,1,0,0,0,0,3,6,9,7,17.84,17.18,2,8,154.6,0,0,1,0,0,0,0,1,1,3,2,104.84,130.62,"00-0027656","Rob Gronkowski",1,1,0,13,198,2,3,3,3,"TE",77,687,"#03C04A"
"78",0.833238363265991,2014,"2014_00-0026498",1,1,14,278.9,1,1,1,1,1,0,0,0,0,2,6,6,48.76,49.38,5,17,276.58,1,1,1,0,0,0,0,1,2,5,8,64.62,55.38,"00-0026498","Matthew Stafford",1,1,0,15,251.58,1,2,5,6,"QB",78,593,"#03C04A"
"79",0.829400479793549,2014,"2014_00-0019596",1,1,15,251.52,1,1,1,1,0,0,0,1,1,1,6,6,76.89,65.95,14,27,344.28,1,1,1,0,0,0,0,3,5,6,10,47.1,43.77,"00-0019596","Tom Brady",1,1,0,19,278.06,2,3,5,7,"QB",79,325,"#03C04A"
"80",0.824550986289978,2014,"2014_00-0023459",1,1,12,169.44,1,0,1,1,0,0,0,0,1,1,4,5,22.06,25.65,9,30,344.6,1,1,1,0,0,0,0,2,8,9,9,20.63,22.33,"00-0023459","Aaron Rodgers",1,1,0,29,354.14,1,6,10,11,"QB",80,98,"#03C04A"
"81",0.824463546276093,2016,"2016_00-0027939",1,1,35,389.08,1,1,1,1,0,0,0,0,5,7,9,9,34.89,35.35,5,15,248.98,1,1,1,0,0,0,0,2,2,3,6,86.85,83.75,"00-0027939","Cam Newton",1,1,0,13,254.26,0,2,6,5,"QB",81,752,"#03C04A"
"82",0.823897480964661,2019,"2019_00-0022924",0,1,26,341.86,1,1,1,1,0,0,0,1,2,4,9,9,105.02,113.66,15,15,260.74,1,1,1,0,0,0,1,1,3,3,7,102.92,95.2,"00-0022924","Ben Roethlisberger",0,0,3,0,12.74,0,0,0,0,"QB",82,9274,"#900D09"
"83",0.822571158409119,2022,"2022_00-0036389",0,1,25,312.16,1,1,1,1,0,0,0,0,1,5,9,9,85.5,90.19,2,6,109.14,0,0,0,1,0,0,0,1,1,1,2,86.72,94.08,"00-0036389","Jalen Hurts",0,0,3,3,0,0,0,0,0,"QB",83,2930,"#900D09"
"84",0.822468340396881,2019,"2019_00-0033537",1,1,31,331.7,1,1,1,1,0,0,0,0,3,5,10,10,38.06,50.07,2,19,168.86,1,0,1,0,0,0,0,3,3,5,5,40.52,64.71,"00-0033537","Deshaun Watson",1,1,0,26,320.98,2,7,7,8,"QB",84,138,"#03C04A"
